Program,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions
array15_4,2566366,2944029,91674,29371,557000
sortedlist15_4,2080718,2388795,82506,20552,451478
array15_5,8009219,15779905,90570,17225,2391258
sortedlist15_5,2206143,2290546,96703,26541,434590
array15_6,35033836,48474791,283587,52900,9306385
sortedlist15_6,14845005,33163671,107132,24672,6371230
array15_7,7454739,14362359,86535,21235,2145758
sortedlist15_7,1798041,1703361,81538,18607,324695
array15_8,1932958,1135235,92291,31200,210221
sortedlist15_8,1583136,1132858,78957,22803,209905
array15_9,7367709,13899658,86980,21141,2079320
sortedlist15_9,1798031,1683261,78690,19772,321957
array15_10,7528409,13924318,90241,25754,2083353
sortedlist15_10,1845443,1697305,86389,24820,323929
array15_11,2261680,1192545,102272,25336,220606
sortedlist15_11,1780463,1168763,80744,30241,216316
array15_12,7270285,13904531,84190,21320,2079789
sortedlist15_12,1923284,1700653,83177,34178,323952
array15_13,2005106,1979844,79829,24305,375436
sortedlist15_13,1880322,1723337,85995,22021,325374
array15_14,7622433,14377076,87842,26388,2148069
sortedlist15_14,1793033,1700719,79719,19300,324577
array15_15,8278747,16431056,87994,19507,2539927
sortedlist15_15,3214364,3093194,106251,33603,591904
array15_16,4915301,6800086,104311,39793,1042860
sortedlist15_16,1773679,1429016,83727,28639,268923
array15_17,4348448,6799037,97647,19671,1042325
sortedlist15_17,1691370,1404469,81719,20160,265438
array15_18,14724507,19836907,125187,25708,3799777
sortedlist15_18,10347031,13324907,111818,43044,2553768
array15_19,13069054458,26728356844,37491711,3024845,4458419593
sortedlist15_19,4247588987,8496647226,13096309,1397022,1641400497
array15_20,704682810,1531595105,1174159,175258,228970929
sortedlist15_20,51940126,104321217,300728,73100,20473716
